2019-05-15T19:59:04.5899763+05:00 0HLMP8NFNNV6I:00000001 [INF] Request starting HTTP/1.1 GET http://localhost:44301/api/values   (ca22a1cb)
2019-05-15T19:59:04.5899763+05:00 0HLMP8NFNNV6H:00000001 [INF] Request starting HTTP/1.1 DEBUG http://localhost:62169/  0 (ca22a1cb)
2019-05-15T19:59:04.7507239+05:00 0HLMP8NFNNV6H:00000001 [INF] Request finished in 158.5987ms 200  (791a596a)
2019-05-15T19:59:04.9195939+05:00 0HLMP8NFNNV6I:00000001 [INF] Route matched with "{action = \"Get\", controller = \"Values\"}". Executing action "badgerApi.Controllers.ValuesController.Get (badgerApi)" (a44c0341)
2019-05-15T19:59:04.9297825+05:00 0HLMP8NFNNV6I:00000001 [INF] Executing action method "badgerApi.Controllers.ValuesController.Get (badgerApi)" - Validation state: Valid (dad538d7)
2019-05-15T19:59:04.9368572+05:00 0HLMP8NFNNV6I:00000001 [INF] Executed action method "badgerApi.Controllers.ValuesController.Get (badgerApi)", returned result "Microsoft.AspNetCore.Mvc.ObjectResult" in 0.2723ms. (50a9e262)
2019-05-15T19:59:04.9518434+05:00 0HLMP8NFNNV6I:00000001 [INF] Executing ObjectResult, writing value of type '"System.String[]"'. (8a1b66c8)
2019-05-15T19:59:05.0215493+05:00 0HLMP8NFNNV6I:00000001 [INF] Executed action "badgerApi.Controllers.ValuesController.Get (badgerApi)" in 92.5013ms (afa2e885)
2019-05-15T19:59:05.0375022+05:00 0HLMP8NFNNV6I:00000001 [INF] Request finished in 448.8544ms 200 application/json; charset=utf-8 (791a596a)
2019-05-15T19:59:07.1296848+05:00 0HLMP8NFNNV6H:00000002 [INF] Request starting HTTP/1.1 GET http://localhost:44301/api/vendor/list   (ca22a1cb)
2019-05-15T19:59:07.1373926+05:00 0HLMP8NFNNV6H:00000002 [INF] Route matched with "{action = \"GetAsync\", controller = \"Vendor\"}". Executing action "badgerApi.Controllers.VendorController.GetAsync (badgerApi)" (a44c0341)
2019-05-15T19:59:07.1400822+05:00 0HLMP8NFNNV6H:00000002 [INF] Executing action method "badgerApi.Controllers.VendorController.GetAsync (badgerApi)" - Validation state: Valid (dad538d7)
2019-05-15T19:59:29.3663257+05:00 0HLMP8NFNNV6H:00000002 [INF] Calling the ping action (dd55afec)
2019-05-15T19:59:40.3196948+05:00 0HLMP8NFNNV6H:00000002 [INF] Executed action method "badgerApi.Controllers.VendorController.GetAsync (badgerApi)", returned result "Microsoft.AspNetCore.Mvc.ObjectResult" in 33177.9304ms. (50a9e262)
2019-05-15T19:59:40.3215743+05:00 0HLMP8NFNNV6H:00000002 [INF] Executing ObjectResult, writing value of type '"System.Collections.Generic.List`1[[badgerApi.Models.Vendor, badgerApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]]"'. (8a1b66c8)
2019-05-15T19:59:40.3348097+05:00 0HLMP8NFNNV6H:00000002 [INF] Executed action "badgerApi.Controllers.VendorController.GetAsync (badgerApi)" in 33195.229ms (afa2e885)
2019-05-15T19:59:40.3391966+05:00 0HLMP8NFNNV6H:00000002 [INF] Request finished in 33208.937ms 200 application/json; charset=utf-8 (791a596a)
